MSSubClass,LotFrontage,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,TotRmsAbvGrd,Fireplaces,GarageCars,OpenPorchSF,HouseStyle,ExterQual,BsmtQual,BsmtExposure,BsmtFinType1,HeatingQC,KitchenQual,FireplaceQu,GarageFinish,GarageQual,GarageCond,MSZoning_RL,MSZoning_RM,LotShape_IR,LotShape_Reg,Neighborhood_NAmes,Exterior1st_VinylSd,MasVnrType_Other,Foundation_CBlock,Foundation_Other,Foundation_PConc,CentralAir_N,CentralAir_Y,GarageType_Attchd,GarageType_Detchd,SalePrice
13.0,55.0,5,6,1912,2000,780,780,1716,2,0,9,0,0,184,2.0,3,3,1,3,5,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,135900
4.0,60.0,5,4,1949,2008,768,568,1716,1,1,8,1,1,0,1.5,3,3,1,2,4,3,4,1,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,131000
5.0,69.0,7,7,1977,1994,795,795,2263,2,1,9,1,2,250,2.0,3,3,1,5,2,4,3,3,3,3,1,0,1,0,0,0,0,1,0,0,0,1,1,0,235000
1.0,80.0,6,5,1953,1953,1416,0,1644,1,0,7,2,2,0,1.0,3,3,1,6,3,3,4,3,3,3,1,0,0,1,1,0,1,1,0,0,0,1,1,0,167000
7.0,37.0,6,6,1984,1984,1003,0,1003,1,0,6,0,2,0,0.5,3,3,3,6,3,3,0,1,3,3,1,0,1,0,0,0,0,1,0,0,0,1,0,1,142500
4.0,75.0,5,5,1950,1950,910,648,1558,1,1,6,0,1,0,1.5,3,3,1,4,3,3,0,1,3,3,0,1,0,1,0,0,0,1,0,0,0,1,1,0,152000
5.0,66.0,7,5,1997,1998,975,975,1950,2,1,7,1,2,10,2.0,4,4,1,4,5,4,3,2,3,3,0,0,1,0,0,1,0,0,0,1,0,1,0,1,239000
5.0,90.0,6,6,1968,1968,702,702,1743,1,2,7,1,2,0,2.0,4,3,1,5,4,3,4,1,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,175000
1.0,80.0,6,8,1950,2004,1092,0,1152,1,0,6,1,1,36,1.0,3,3,1,1,5,4,4,1,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,158500
13.0,90.0,5,5,1953,1953,1165,0,1336,1,0,5,2,1,0,1.0,3,3,2,4,3,3,4,1,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,157000
5.0,66.0,8,5,1998,1999,1028,1242,2452,2,1,9,1,2,50,2.0,4,4,1,6,5,4,3,3,3,3,1,0,1,0,0,1,0,0,0,1,0,1,0,0,267000
1.0,118.0,7,5,2001,2002,1541,0,1541,2,0,6,1,3,81,1.0,4,4,1,1,5,4,3,2,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,205000
1.0,70.0,5,7,1972,1972,894,0,894,1,0,5,0,2,0,1.0,3,3,1,5,3,3,0,1,3,3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,149900
6.5,87.0,7,9,1880,2002,1470,1818,3493,3,0,10,1,3,0,2.5,3,3,1,1,5,4,5,1,3,3,0,1,0,1,0,0,0,0,1,0,0,1,1,0,295000
1.0,80.0,8,5,2004,2005,2000,0,2000,2,0,8,0,3,0,1.0,4,4,1,6,5,4,0,3,3,3,1,0,0,1,0,0,1,0,0,1,0,1,1,0,305900
5.0,116.0,7,5,1990,1991,700,1121,2243,2,1,8,1,3,44,2.0,4,4,1,5,4,4,3,2,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,225000
4.0,69.0,6,7,1920,1950,319,371,1406,1,0,6,0,0,144,1.5,3,3,1,1,3,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,89500
2.0,69.0,4,5,1940,1950,861,0,861,1,0,4,0,2,0,1.0,3,3,1,4,5,3,0,1,3,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1,82500
1.0,90.0,9,5,2003,2004,1896,0,1944,2,0,8,3,3,175,1.0,4,5,4,6,5,5,5,3,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,360000
5.0,69.0,6,5,1993,1994,697,804,1501,2,1,6,1,2,63,2.0,3,4,1,5,4,4,3,3,3,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,165600
1.0,50.0,6,6,1948,2002,972,0,972,1,0,5,1,1,0,1.0,3,3,1,5,5,3,4,1,3,3,1,0,0,1,1,1,0,1,0,0,0,1,0,1,132000
13.0,65.0,5,7,1939,1950,793,325,1118,1,0,5,1,2,0,1.5,3,4,2,3,3,3,4,1,3,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,119900
1.0,150.0,7,5,1965,1965,2136,0,2036,2,0,8,2,2,0,1.0,3,4,4,5,3,3,4,2,3,3,1,0,1,0,0,0,0,1,0,0,0,1,1,0,375000
6.0,60.0,7,7,1925,1990,728,809,1641,1,1,6,1,2,0,2.0,3,3,1,2,5,5,4,1,2,3,0,1,0,1,0,0,0,0,1,0,0,1,0,1,178000
5.0,71.0,7,5,2004,2005,716,716,1432,2,1,6,1,2,51,2.0,4,4,1,6,5,4,4,3,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,188500
5.0,94.0,7,7,1980,1980,845,1200,2353,2,1,10,1,2,195,2.0,4,4,1,6,3,5,3,2,3,3,1,0,1,0,0,0,0,1,0,0,0,1,1,0,260000
5.0,75.0,8,5,2006,2006,1088,871,1959,2,1,8,1,3,46,2.0,4,4,3,1,5,4,4,2,3,3,0,0,0,1,0,1,0,0,0,1,0,1,1,0,270000
5.0,90.0,7,5,1993,1993,1347,1274,2646,2,1,9,1,3,60,2.0,4,4,4,6,5,4,3,2,3,3,1,0,0,1,0,0,0,0,0,1,0,1,1,0,260000
7.0,69.0,7,5,1980,1980,1372,0,1472,2,0,6,2,2,48,0.5,3,4,3,6,3,3,3,1,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,187500
5.0,111.0,9,5,2006,2006,1249,1347,2596,3,1,9,0,3,154,2.0,3,5,3,1,5,4,0,2,3,3,1,0,0,1,0,1,1,0,0,1,0,1,1,0,342643
5.0,99.0,8,5,2004,2004,1136,1332,2468,2,1,10,1,3,154,2.0,4,5,3,6,5,4,4,3,3,3,1,0,1,0,0,1,0,0,0,1,0,1,0,0,354000
5.0,86.0,7,5,1986,1987,1502,1177,2730,2,1,8,1,2,96,2.0,4,3,4,2,5,4,3,3,3,3,1,0,1,0,0,0,0,1,0,0,0,1,1,0,301000
1.0,49.0,3,8,1955,2005,1162,0,1163,1,0,6,0,1,98,1.0,3,3,1,5,5,3,0,1,2,3,0,1,0,1,0,1,0,1,0,0,0,1,1,0,126175
7.0,96.0,7,7,1967,2007,710,1080,2978,2,1,11,1,2,0,0.5,4,4,1,1,5,4,4,3,3,3,1,0,0,1,1,0,0,1,0,0,0,1,0,0,242000
3.5,50.0,5,6,1941,1950,720,0,803,1,0,5,0,2,0,1.25,3,3,3,4,1,3,0,1,3,3,0,1,0,1,0,0,0,1,0,0,1,0,0,1,87000
9.0,32.0,8,5,1993,1993,1719,0,1719,1,1,6,2,2,30,1.0,4,4,4,6,5,4,4,3,3,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,324000
1.0,80.0,6,5,1960,1960,1383,0,1383,1,1,7,0,1,45,1.0,3,3,1,3,3,3,0,2,3,3,1,0,0,1,1,0,0,1,0,0,0,1,1,0,145250
6.5,69.0,6,6,1916,1994,844,689,2134,2,0,10,0,2,60,2.25,3,3,1,1,4,4,0,1,3,3,1,0,1,0,0,0,0,0,1,0,1,0,0,1,214500
6.0,60.0,5,5,1920,1950,596,596,1192,1,0,6,0,1,0,2.0,3,3,2,1,3,3,0,1,2,2,0,1,0,1,0,0,0,0,0,1,1,0,0,1,78000
8.0,69.0,5,4,1964,1964,1728,0,1728,2,0,10,0,1,0,1.0,3,3,1,6,3,3,0,1,3,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1,119000
1.0,70.0,5,6,1958,1992,1056,0,1056,1,0,6,0,1,0,1.0,3,3,1,3,2,3,0,2,3,3,1,0,0,1,1,0,0,1,0,0,0,1,1,0,139000
1.0,85.0,8,5,2003,2004,3206,0,1629,2,0,7,1,3,0,1.0,4,4,1,6,5,4,4,2,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,284000
9.0,59.0,7,5,2004,2004,1358,0,1358,2,0,6,1,2,30,1.0,4,4,3,6,5,4,4,2,3,3,0,1,0,1,0,1,1,0,0,1,0,1,1,0,207000
5.0,59.0,6,5,1998,1998,943,695,1638,2,1,7,2,2,38,2.0,3,4,4,6,4,3,3,3,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,192000
13.0,69.0,5,6,1965,1965,1499,167,1786,2,0,7,2,2,0,1.5,3,3,4,5,5,3,4,3,3,3,1,0,1,0,0,0,0,1,0,0,0,1,1,0,228950
1.0,86.0,9,5,2005,2006,1922,0,1922,2,0,8,1,3,51,1.0,4,5,4,6,5,4,4,3,3,3,1,0,1,0,0,1,1,0,0,1,0,1,1,0,377426
1.0,70.0,7,5,2002,2003,1536,0,1536,2,0,7,0,2,74,1.0,4,4,3,6,5,4,0,2,3,3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,214000
1.0,91.0,7,7,1984,1998,1208,0,1621,2,0,8,0,2,45,1.0,4,4,2,5,5,4,0,2,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,202500
1.0,66.0,6,7,1958,1998,1215,0,1215,1,0,6,0,1,0,1.0,3,3,1,3,3,3,0,1,3,3,1,0,1,0,1,0,0,1,0,0,0,1,1,0,155000
5.0,85.0,8,5,2002,2002,967,915,1908,2,1,9,0,2,0,2.0,4,4,1,1,5,4,0,3,3,3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,202900
1.0,60.0,4,4,1950,1950,721,0,841,1,0,4,0,1,0,1.0,2,3,1,1,4,3,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,82000
8.0,69.0,3,4,1949,1950,0,0,1040,2,0,6,0,2,0,1.0,3,0,0,0,2,3,0,1,3,3,1,0,0,1,1,0,0,0,1,0,1,0,0,1,87500
9.0,63.0,9,5,2005,2005,1684,0,1684,2,0,6,1,2,72,1.0,5,5,1,6,5,5,5,2,3,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,266000
11.0,36.0,5,3,1976,1976,536,576,1112,1,1,4,0,1,0,2.0,3,4,1,3,3,3,0,1,3,3,0,1,0,1,0,0,0,1,0,0,0,1,1,0,85000
4.0,65.0,6,5,1939,1950,972,605,1577,1,0,6,1,1,0,1.5,3,3,1,1,4,2,4,1,3,3,1,0,0,1,0,0,0,0,1,0,0,1,0,1,140200
1.0,69.0,6,8,1960,1998,958,0,958,1,0,5,0,1,0,1.0,3,3,2,4,3,3,0,2,3,3,1,0,1,0,1,0,0,1,0,0,0,1,1,0,151500
1.0,69.0,6,5,1960,1960,1478,0,1478,2,0,6,2,2,40,1.0,3,3,1,4,5,3,4,1,3,3,1,0,1,0,1,0,0,1,0,0,0,1,1,0,157500
11.0,36.0,7,5,2003,2004,764,862,1626,2,1,6,0,2,27,2.0,4,4,1,6,5,4,0,2,3,3,1,0,0,1,0,1,1,0,0,1,0,1,0,0,154000
5.0,56.0,9,5,2005,2006,1848,880,2728,2,1,10,2,3,0,2.0,5,5,1,6,5,5,5,3,3,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,437154
9.0,68.0,9,5,2007,2007,1869,0,1869,2,0,6,1,2,54,1.0,5,5,1,1,5,5,4,2,3,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,318061
9.0,69.0,7,5,1986,1986,1453,0,1453,1,1,6,1,2,80,1.0,3,4,4,6,4,4,3,2,3,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,190000
4.0,60.0,5,6,1941,1950,616,495,1111,1,0,5,0,1,0,1.5,3,3,2,2,3,3,0,1,3,2,1,0,0,1,0,1,0,1,0,0,1,0,0,1,95000
2.0,60.0,6,8,1928,2003,624,0,720,1,0,5,0,2,0,1.0,3,3,1,1,4,3,0,1,3,3,0,1,0,1,0,1,0,0,1,0,0,1,0,1,105900
4.0,60.0,6,5,1940,2000,940,403,1595,1,0,6,2,1,0,1.5,3,3,1,2,5,3,4,1,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,140000
1.0,105.0,6,5,1995,1995,1200,0,1200,2,0,6,0,2,26,1.0,4,4,1,5,5,4,0,2,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,177500
1.0,69.0,6,6,1992,1992,1158,0,1167,2,0,6,0,2,26,1.0,3,4,1,6,4,4,0,2,3,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,173000
9.0,44.0,5,5,1976,1976,1142,0,1142,1,1,6,1,2,90,1.0,3,4,1,5,3,3,1,3,3,3,0,1,0,1,0,0,0,0,0,1,0,1,1,0,134000
7.0,92.0,5,4,1958,1958,1062,0,1352,1,0,6,0,1,0,0.5,3,3,3,4,5,4,0,1,3,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,130000
5.0,78.0,8,5,1998,1998,1086,838,1924,2,1,7,1,2,75,2.0,4,4,3,6,5,4,3,2,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,280000
7.5,69.0,6,6,1978,1978,888,0,912,1,0,5,1,2,0,0.0,3,4,3,6,5,3,3,2,3,3,1,0,1,0,0,1,0,1,0,0,0,1,1,0,156000
4.0,69.0,5,5,1940,1982,883,517,1505,1,0,8,0,1,0,1.5,3,3,1,3,4,3,0,1,3,3,1,0,0,1,0,0,0,1,0,0,0,1,0,1,145000
7.5,64.0,7,5,2003,2003,0,1427,1922,3,0,7,1,2,0,0.0,4,0,0,0,5,4,5,2,3,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,198500
11.0,21.0,6,8,1972,2007,483,504,987,1,1,5,0,1,0,2.0,3,3,1,5,4,4,0,1,3,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,118000
5.0,69.0,6,5,1976,1976,796,784,1574,2,1,6,1,2,111,2.0,3,4,2,6,3,3,3,3,3,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,190000
6.0,59.0,5,7,1920,1997,672,672,1344,1,0,6,0,1,128,2.0,3,3,1,3,4,3,0,1,3,2,0,1,0,1,0,1,0,1,0,0,0,1,0,1,147000
1.0,69.0,6,5,1963,1963,1394,0,1394,1,1,6,2,2,76,1.0,3,4,1,4,4,3,4,2,3,3,1,0,1,0,1,0,0,1,0,0,0,1,1,0,159000
7.0,101.0,6,5,1962,1962,1099,0,1431,1,0,6,1,1,110,0.5,3,4,4,6,4,3,4,2,3,3,1,0,1,0,1,0,0,1,0,0,0,1,0,0,165000
1.0,78.0,5,6,1954,1954,1268,0,1268,1,0,7,1,1,98,1.0,3,3,1,2,4,3,4,3,3,3,1,0,0,1,1,0,0,0,0,1,0,1,1,0,132000
1.0,69.0,5,7,1959,2006,1063,0,1287,1,0,7,1,2,17,1.0,3,3,1,5,5,4,4,3,3,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1,162000
5.0,69.0,6,5,2000,2000,953,711,1664,2,1,7,1,2,40,2.0,3,4,1,1,5,3,3,2,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,172400
4.0,80.0,4,4,1959,1959,0,468,1588,2,0,7,1,2,59,1.5,3,0,0,0,3,3,4,3,3,3,1,0,0,1,0,0,0,1,0,0,0,1,0,1,134432
9.0,50.0,6,5,1984,1984,744,0,752,1,0,4,0,1,0,1.0,3,4,1,5,3,3,0,1,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,125000
1.0,79.0,5,6,1953,1953,608,0,1319,1,0,5,0,1,0,1.0,3,3,1,4,3,3,0,1,3,3,1,0,0,1,1,0,0,0,0,1,0,1,1,0,123000
5.0,65.0,7,5,2003,2004,847,1081,1928,2,1,8,1,2,48,2.0,4,4,1,1,5,4,4,3,3,3,1,0,0,1,0,1,0,0,0,1,0,1,0,0,219500
2.0,69.0,1,1,1922,1950,683,0,904,0,1,4,0,0,0,1.0,2,2,4,4,4,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,61000
7.5,57.0,5,5,1996,1996,870,0,914,1,0,5,0,2,0,0.0,4,4,3,6,5,3,0,1,3,3,1,0,1,0,0,1,0,0,0,1,0,1,0,1,148000
5.0,102.0,8,5,2004,2005,1580,886,2466,3,0,8,1,2,214,2.0,4,4,1,1,5,4,4,2,3,3,0,0,1,0,0,0,0,0,0,1,0,1,1,0,340000
1.0,88.0,9,2,2010,2010,1856,0,1856,1,1,8,1,3,0,1.0,4,5,3,6,5,5,5,3,3,3,1,0,0,1,0,1,1,0,0,1,0,1,1,0,394432
5.0,60.0,6,5,2000,2000,982,793,1800,2,1,7,1,2,63,2.0,3,4,1,1,5,3,3,3,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,179000
4.0,50.0,5,6,1924,1950,1026,665,1691,2,0,6,1,1,0,1.5,3,3,1,2,3,4,4,1,3,3,1,0,0,1,0,0,0,0,1,0,0,1,0,1,127000
1.0,60.0,7,5,2006,2006,1293,0,1301,2,0,5,1,2,121,1.0,4,4,1,1,5,4,4,2,3,3,0,0,0,1,0,1,0,0,0,1,0,1,1,0,187750
5.0,79.0,7,5,2006,2006,939,858,1797,2,1,8,0,2,53,2.0,4,4,3,1,5,4,0,2,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,213500
3.5,60.0,6,3,1928,1950,784,0,784,1,0,5,0,2,0,1.25,3,2,1,1,3,3,0,1,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,76000
5.0,69.0,6,5,1992,1992,1580,874,1953,2,1,9,2,2,231,2.0,4,4,3,6,5,4,2,3,3,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,240000
9.0,43.0,8,5,2004,2005,1256,0,1269,2,0,6,1,2,20,1.0,4,4,1,6,5,4,3,3,3,3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,192000
4.0,58.0,5,3,1910,1996,658,526,1184,1,0,8,0,0,151,1.5,3,3,1,1,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,81000
7.0,72.0,6,6,1976,1976,1041,0,1125,1,0,6,1,1,0,0.5,3,3,3,5,5,3,2,1,3,3,1,0,0,1,0,0,0,1,0,0,0,1,0,1,125000
1.0,93.0,7,5,1999,2000,1468,0,1479,2,0,6,0,2,25,1.0,4,4,1,1,5,4,0,2,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,191000
5.0,96.0,10,5,2007,2008,1682,590,2332,2,1,9,1,3,134,2.0,5,5,3,6,5,5,5,3,3,3,1,0,0,1,0,1,1,0,0,1,0,1,0,0,426000
4.0,50.0,5,8,1900,1950,861,406,1367,1,0,7,0,1,130,1.5,3,3,1,3,5,3,0,1,3,3,1,0,0,1,0,0,0,0,1,0,0,1,0,1,119000
5.0,71.0,6,5,2001,2002,804,1157,1961,2,1,7,1,2,192,2.0,3,5,1,5,5,4,3,3,3,3,1,0,1,0,0,1,0,0,0,1,0,1,0,0,215000
1.0,69.0,5,7,1959,1959,0,0,882,1,0,5,0,1,0,1.0,3,0,0,0,3,3,0,2,3,3,1,0,1,0,1,0,0,0,1,0,0,1,1,0,106500
2.0,69.0,4,5,1941,1950,788,0,788,1,0,4,2,0,0,1.0,3,3,1,3,3,3,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,100000
4.0,60.0,5,6,1940,1950,735,299,1034,1,0,5,0,1,39,1.5,3,3,1,1,4,3,0,1,3,3,1,0,0,1,0,0,0,1,0,0,0,1,0,1,109000
1.0,68.0,5,6,1956,1956,1144,0,1144,1,0,6,0,1,0,1.0,3,3,3,4,3,3,0,1,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,129000
1.0,60.0,5,5,1972,1972,894,0,894,1,0,6,0,2,0,1.0,3,3,3,3,3,3,0,2,3,3,1,0,0,1,0,0,0,1,0,0,0,1,0,1,123000
5.0,69.0,5,5,1962,1962,864,936,1812,2,0,8,1,1,168,2.0,3,3,1,5,3,3,3,2,3,3,1,0,0,1,1,1,0,1,0,0,0,1,1,0,169500
2.0,60.0,5,2,1920,1950,961,0,1077,1,0,6,0,1,0,1.0,3,2,1,1,4,3,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,67000
5.0,65.0,7,5,2006,2007,1092,438,1550,2,0,7,0,2,168,2.0,4,4,1,6,5,4,0,3,3,3,0,0,0,1,0,0,1,0,0,1,0,1,1,0,241000
9.0,38.0,8,5,1996,1996,1260,0,1288,1,1,4,2,2,30,1.0,4,4,1,6,5,5,4,3,3,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,245500
1.0,65.0,7,5,2005,2005,1310,0,1310,2,0,6,1,2,0,1.0,4,4,3,6,5,4,4,3,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,164990
2.0,60.0,5,8,1940,1997,672,0,672,1,0,4,0,1,0,1.0,3,3,1,1,5,3,0,1,3,3,1,0,0,1,0,0,0,0,0,1,0,1,0,1,108000
5.0,93.0,8,5,1998,1998,1141,1098,2263,2,1,10,1,2,123,2.0,4,4,1,1,4,4,3,3,3,3,1,0,0,1,0,1,0,0,0,1,0,1,0,0,258000
5.0,69.0,6,5,1995,1996,806,766,1572,2,1,7,1,2,40,2.0,3,4,1,1,4,3,3,3,3,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0,168000
1.0,69.0,4,4,1976,1993,1281,0,1620,2,0,8,1,2,78,1.0,3,3,1,4,5,3,3,1,3,3,1,0,1,0,0,0,0,1,0,0,0,1,1,0,150000
4.0,51.0,6,5,1936,1950,1064,0,1639,1,0,6,0,1,0,1.5,3,3,1,1,5,3,0,1,3,3,1,0,0,1,0,0,0,0,1,0,0,1,0,1,115000
6.0,63.0,6,7,1915,1976,840,840,1680,2,0,8,0,1,0,2.0,3,4,1,1,5,3,0,1,3,3,1,0,0,1,0,0,0,0,1,0,0,1,1,0,177000
5.0,109.0,7,5,2006,2006,1063,1101,2172,2,1,9,1,3,62,2.0,4,5,1,1,5,4,4,2,3,3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,280000
5.0,85.0,8,5,2007,2008,1034,1028,2078,2,1,8,1,3,102,2.0,4,5,1,6,5,5,4,3,3,3,0,0,0,1,0,1,1,0,0,1,0,1,1,0,339750
1.0,68.0,5,3,1958,1958,1276,0,1276,1,0,5,0,1,0,1.0,3,3,1,1,3,3,0,1,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,60000
13.0,100.0,5,5,1955,1955,1056,0,1056,1,0,5,0,2,0,1.0,3,3,2,3,3,3,0,3,3,3,1,0,0,1,0,0,0,1,0,0,1,0,1,0,145000
1.0,69.0,7,5,2009,2009,1470,0,1478,2,1,7,1,2,144,1.0,5,5,3,6,5,4,4,3,3,3,0,0,1,0,0,0,1,0,0,1,0,1,1,0,222000
2.0,56.0,5,6,1927,1950,1008,0,1028,1,0,5,1,2,0,1.0,3,3,1,1,4,3,4,1,3,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,115000
5.0,59.0,7,5,1993,1993,1080,1017,2097,2,1,9,1,3,187,2.0,4,4,1,4,5,4,3,1,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,228000
1.0,73.0,7,5,2007,2007,1340,0,1340,2,0,6,0,2,30,1.0,4,4,3,6,5,4,0,3,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,181134
5.0,74.0,6,7,1978,1978,672,728,1400,1,1,6,1,2,0,2.0,3,3,1,5,3,3,3,3,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,149500
6.0,86.0,6,6,1918,1950,1370,1254,2624,2,1,10,1,3,0,2.0,3,4,1,4,3,3,4,1,3,3,1,0,1,0,0,0,0,0,1,0,1,0,0,1,239000
4.0,60.0,5,6,1940,1950,756,378,1134,1,1,7,0,1,0,1.5,3,3,1,5,2,3,0,1,3,3,1,0,0,1,0,0,0,0,1,0,1,0,0,1,126000
1.0,65.0,5,6,1968,1968,1056,0,1056,1,0,6,1,1,85,1.0,3,3,1,4,5,3,2,1,3,3,1,0,0,1,1,1,0,1,0,0,0,1,1,0,142000
8.0,78.0,7,5,1997,1998,1344,0,1344,2,0,8,0,4,0,0.0,3,4,4,6,5,3,0,3,3,3,0,1,0,1,0,1,0,0,0,1,0,1,1,0,206300
1.0,69.0,6,7,1977,2000,1602,0,1602,2,0,8,1,2,0,1.0,4,4,1,5,4,4,3,3,3,3,1,0,1,0,0,0,1,1,0,0,0,1,1,0,215000
1.0,100.0,5,5,1954,1954,988,0,988,1,0,4,0,2,0,1.0,3,3,1,1,5,3,0,2,3,3,1,0,0,1,0,0,0,1,0,0,0,1,1,0,113000
5.0,80.0,8,5,1998,1998,1470,1160,2630,2,1,8,1,3,66,2.0,4,4,1,6,4,4,3,3,3,3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,315000
1.0,72.0,6,5,1956,1956,1196,0,1196,1,0,6,1,1,44,1.0,3,4,1,2,4,3,4,2,3,3,1,0,0,1,1,0,0,1,0,0,0,1,1,0,139000
5.0,60.0,7,8,1946,1992,651,682,1389,1,1,6,2,1,0,2.0,3,3,1,1,4,3,4,1,3,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,135000
7.0,69.0,7,5,1989,1989,1518,0,1644,2,0,5,1,2,0,0.5,4,4,4,6,4,4,3,3,3,3,1,0,0,1,0,0,0,0,0,1,0,1,1,0,275000
1.0,77.0,4,6,1957,1957,907,0,907,1,0,5,0,1,0,1.0,3,3,1,3,5,3,0,1,3,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1,109008
1.0,64.0,7,5,2007,2007,1208,0,1208,2,0,6,0,2,54,1.0,4,4,1,6,5,4,0,2,3,3,1,0,0,1,0,1,0,0,0,1,0,1,1,0,195400
1.0,130.0,6,5,1988,1988,1392,0,1412,2,0,6,1,2,0,1.0,3,4,2,6,3,4,3,1,3,3,1,0,1,0,0,0,0,1,0,0,0,1,1,0,175000
11.0,21.0,6,5,1971,1971,483,504,987,1,1,4,0,1,0,2.0,3,3,1,5,3,3,0,1,3,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,85400
4.0,60.0,6,7,1920,1998,901,110,1198,1,0,7,0,0,98,1.5,3,3,1,1,4,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,79900
11.0,24.0,5,5,1971,1971,765,600,1365,1,1,6,0,2,36,2.0,3,3,1,5,5,3,0,1,3,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,122500
5.0,100.0,6,5,1997,1998,926,678,1604,2,1,7,1,2,36,2.0,3,4,1,1,5,3,3,3,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,181000
12.0,21.0,4,7,1972,1972,630,0,630,1,0,3,0,0,0,0.0,3,4,3,5,4,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,81000
5.0,43.0,7,6,1996,1996,799,834,1661,2,1,6,1,2,61,2.0,4,4,3,6,5,4,3,2,3,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,212000
4.0,40.0,6,8,1920,1950,648,384,1118,1,0,6,0,2,0,1.5,3,2,1,1,3,3,0,1,3,3,0,1,0,1,0,0,0,0,1,0,0,1,0,1,116000
3.5,50.0,6,7,1926,2004,884,0,904,1,0,4,0,1,0,1.25,4,3,1,1,4,3,0,1,3,3,0,1,0,1,0,0,0,0,0,1,0,1,0,1,119000
