MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,HouseStyle,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,GarageCond,PavedDrive,Fence,MSZoning_Other,MSZoning_RL,MSZoning_RM,Street_Grvl,Street_Pave,LotShape_IR,LotShape_Reg,LandContour_accidente,LandContour_peu_accidente,Utilities_AllPub,Utilities_NoSeWa,LotConfig_Corner,LotConfig_Inside,LotConfig_Other,LandSlope_Gtl,LandSlope_mod_sev,Neighborhood_CollgCr,Neighborhood_NAmes,Neighborhood_Other,Condition1_Nocondprox,Condition1_Proxcond,BldgType_1Fam,BldgType_Other,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Other,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_VinylSd,Exterior1st_Wd Sdng,MasVnrType_BrkFace,MasVnrType_NoMasVnr,MasVnrType_Other,Foundation_CBlock,Foundation_Other,Foundation_PConc,CentralAir_N,CentralAir_Y,GarageType_Attchd,GarageType_Detchd,GarageType_Other,SaleType_Other,SaleType_WD,SaleCondition_Normal,SaleCondition_Other,SalePrice
5.0,68.0,10769,8,5,2007,2007,0.0,866,866,902,0,1768,0,0,2,1,1,7,0,2007.0,2,144,105,0,0,0,0,0,4,2009,2.0,4,3,4,3,3,6,1,5,4,8,0,2,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,212000
5.0,69.0,11616,6,5,1978,1978,328.0,672,672,714,0,1386,0,0,2,1,1,6,1,1978.0,2,335,0,0,0,0,0,0,4,2010,2.0,3,3,3,3,2,3,1,3,3,8,3,3,3,3,3,4,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,158900
11.0,24.0,2280,7,5,1999,1999,360.0,744,757,744,0,1501,0,0,2,1,1,6,0,1999.0,2,0,0,0,0,0,0,0,8,2008,2.0,3,3,4,3,1,5,1,4,3,8,0,1,3,3,3,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,179400
5.0,65.0,12257,8,5,1995,1995,513.0,1318,1328,1203,0,2531,0,0,2,1,1,9,1,1995.0,3,222,98,0,0,0,0,0,11,2007,2.0,4,3,4,3,3,2,5,5,4,8,3,2,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,290000
1.0,70.0,9100,6,6,1959,1959,0.0,864,864,0,0,864,0,0,1,0,1,5,0,2008.0,1,0,0,0,0,0,0,450,10,2009,1.0,3,3,3,3,1,3,1,5,3,8,0,1,5,5,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,127500
2.0,60.0,6911,5,5,1924,1950,0.0,1145,1301,0,0,1301,0,0,1,0,1,5,0,1965.0,2,0,0,0,0,0,0,0,10,2009,1.0,3,3,3,3,2,2,1,3,2,7,0,1,3,3,3,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,100000
5.0,72.0,8640,7,5,2009,2009,0.0,756,764,783,0,1547,0,0,2,1,1,7,0,2009.0,2,169,45,0,0,0,0,0,6,2010,2.0,3,3,4,3,2,6,1,5,4,8,0,1,3,3,3,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,215200
5.0,82.0,9430,8,5,1999,1999,673.0,1252,1268,1097,0,2365,1,0,2,1,1,8,1,1999.0,3,0,128,0,0,180,0,0,7,2009,2.0,4,3,4,3,2,6,1,5,4,8,4,2,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,337000
9.0,30.0,9549,8,5,1995,1996,0.0,1494,1494,0,0,1494,1,0,1,1,1,6,1,1995.0,2,0,30,0,0,216,0,0,4,2006,1.0,4,4,4,4,3,2,6,5,5,8,4,3,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,270000
1.0,75.0,14587,9,5,2008,2008,284.0,1498,1506,0,0,1506,0,0,2,0,1,6,1,2008.0,2,0,174,0,0,0,0,0,8,2008,1.0,4,3,4,3,1,1,1,5,5,8,4,3,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,264132
5.0,80.0,10421,7,5,1988,1988,42.0,980,980,734,0,1714,0,0,2,1,1,7,1,1988.0,2,228,66,156,0,0,0,500,3,2010,2.0,3,3,4,3,1,6,1,3,3,8,3,1,3,3,3,3,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,196500
4.0,75.0,12508,6,7,1940,1985,0.0,983,983,767,0,1750,1,0,2,0,1,7,0,1989.0,1,245,0,156,0,0,0,1300,7,2008,1.5,3,3,4,3,2,5,1,5,3,5,0,1,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,160000
1.0,70.0,9100,7,5,2004,2005,0.0,1860,1836,0,0,1836,0,0,2,0,1,8,1,2004.0,2,120,33,0,0,0,0,0,10,2006,1.0,4,3,4,3,1,6,1,5,4,8,4,3,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,216837
5.0,47.0,53504,8,5,2003,2003,603.0,1650,1690,1589,0,3279,1,0,3,1,1,12,1,2003.0,3,503,36,0,0,210,0,0,6,2010,2.0,5,3,4,3,4,5,1,5,5,5,4,3,3,3,3,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,538000
7.5,69.0,7252,5,5,1982,1982,0.0,858,858,0,0,858,1,0,1,0,1,5,0,1983.0,2,120,0,0,0,0,0,0,4,2009,0.0,3,3,4,3,3,6,1,3,3,8,0,1,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,134900
1.0,67.0,8877,4,5,1951,1951,0.0,836,1220,0,0,1220,0,0,1,0,1,6,0,1951.0,2,0,0,0,0,0,0,0,4,2006,1.0,3,3,2,2,1,2,1,3,3,8,0,1,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,102000
7.0,94.0,7819,6,5,1976,1976,0.0,1029,1117,0,0,1117,1,0,1,0,1,6,1,1976.0,2,144,0,0,0,0,0,0,3,2010,0.5,3,3,3,3,3,5,4,3,3,8,3,1,3,3,3,3,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,107000
1.0,70.0,10150,5,5,1958,1958,1.0,912,912,0,0,912,0,0,1,0,1,5,0,1958.0,1,0,0,0,0,0,0,0,7,2007,1.0,3,3,3,3,1,3,1,5,3,8,0,2,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,114500
1.0,110.0,14226,8,5,2006,2006,375.0,1935,1973,0,0,1973,0,0,2,0,1,9,1,2006.0,3,315,45,0,0,0,0,0,7,2007,1.0,4,3,4,3,3,1,1,4,4,8,4,3,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,395000
9.0,32.0,4500,6,5,1998,1998,320.0,1204,1204,0,0,1204,1,0,2,0,1,5,0,1998.0,2,0,247,0,0,0,0,0,6,2009,1.0,3,3,5,3,1,6,1,5,3,8,0,3,3,3,3,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,162000
1.0,86.0,11210,7,5,2005,2006,240.0,1614,1614,0,0,1614,0,0,2,0,1,7,0,2005.0,3,144,59,0,0,0,0,0,7,2006,1.0,4,3,4,3,3,6,1,5,4,8,0,2,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,221500
1.0,100.0,13350,5,5,1974,1974,0.0,864,894,0,0,894,1,0,1,0,1,5,1,1974.0,2,241,0,0,0,0,0,0,6,2006,1.0,3,3,3,3,1,5,1,3,3,8,2,1,3,3,3,3,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,142500
8.0,60.0,8400,5,5,1977,1977,320.0,0,2020,0,0,2020,0,0,2,0,2,10,2,1977.0,2,0,0,0,0,0,0,0,10,2007,1.0,3,3,0,0,0,0,0,3,3,8,3,1,3,3,3,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,144000
8.0,78.0,10530,6,5,1977,1977,90.0,975,1004,0,0,1004,1,0,1,0,1,4,0,1977.0,2,0,0,0,0,0,0,0,5,2006,0.0,3,3,4,3,4,6,1,3,3,8,0,1,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,135000
1.0,63.0,7875,7,5,1995,1996,38.0,1237,1253,0,0,1253,0,0,2,0,1,6,1,1995.0,2,220,21,0,0,0,0,0,6,2007,1.0,3,3,4,4,1,1,1,4,3,8,3,3,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,176000
5.0,65.0,7153,6,5,1992,1992,0.0,761,810,793,0,1603,0,0,2,1,1,7,0,1992.0,2,0,124,0,0,0,0,0,7,2006,2.0,4,4,4,3,1,5,1,5,4,8,0,2,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,175900
1.0,67.0,16285,7,5,2001,2002,0.0,1413,1430,0,0,1430,0,0,2,0,1,6,0,2001.0,2,0,33,0,0,0,0,0,6,2009,1.0,4,3,4,3,1,1,1,5,4,8,0,2,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,187100
7.5,69.0,9101,5,6,1978,1978,104.0,1097,1110,0,0,1110,1,0,1,0,1,4,1,1978.0,2,303,30,0,0,0,0,0,7,2009,0.0,3,4,4,3,3,6,1,5,4,8,3,3,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,165500
6.5,35.0,6300,6,6,1914,2001,0.0,742,742,742,0,1484,0,0,2,0,1,9,1,,0,0,291,134,0,0,0,0,6,2008,2.25,3,3,3,3,1,1,1,5,3,8,4,0,0,0,3,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,128000
1.0,69.0,9790,6,5,1967,1967,0.0,1372,1342,0,0,1342,0,0,2,0,1,7,1,1967.0,2,0,0,0,0,197,0,0,9,2009,1.0,3,3,3,3,1,3,2,3,3,8,4,1,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,161500
4.0,60.0,10800,5,6,1915,1950,0.0,686,966,686,0,1652,1,0,2,0,1,7,0,1961.0,1,0,0,196,0,0,0,1200,6,2010,1.5,3,4,2,3,1,2,1,3,3,8,0,1,3,3,3,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,139000
5.0,76.0,10142,7,5,2004,2004,0.0,956,956,1128,0,2084,1,0,2,1,1,8,0,2004.0,2,0,45,0,0,0,0,0,1,2010,2.0,4,3,4,3,1,6,1,5,4,8,0,2,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,233000
1.0,50.0,6000,4,7,1954,2000,0.0,901,901,0,0,901,0,0,1,0,1,4,0,1954.0,1,0,0,0,0,0,0,0,8,2008,1.0,3,3,3,3,1,1,1,5,3,8,0,1,2,3,3,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,107900
5.0,69.0,12205,6,8,1966,2007,157.0,832,976,1111,0,2087,0,0,2,1,1,9,0,1966.0,2,133,168,0,0,0,0,0,7,2007,2.0,3,3,3,2,4,2,1,4,4,8,0,3,3,3,3,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,187500
9.0,43.0,3182,7,5,2005,2006,11.0,1145,1145,0,0,1145,0,0,2,0,1,5,1,2005.0,2,100,16,0,0,0,0,0,9,2009,1.0,4,3,4,3,1,6,1,5,4,8,4,3,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,160200
7.0,69.0,11333,6,5,1976,1976,0.0,1029,1062,0,0,1062,1,0,1,0,1,5,2,1976.0,2,120,0,0,0,0,0,0,5,2007,0.5,3,3,4,3,3,5,1,3,3,8,3,2,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,146800
5.0,92.0,9920,7,5,1996,1997,0.0,1117,1127,886,0,2013,1,0,2,1,1,8,1,1997.0,2,180,130,0,0,0,0,0,6,2007,2.0,4,3,4,3,3,6,1,5,3,8,3,1,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,269790
1.0,76.0,9158,8,5,2007,2007,140.0,1496,1496,0,0,1496,0,0,2,0,1,7,0,2007.0,2,168,130,0,0,0,0,0,6,2007,1.0,4,3,4,3,3,1,1,5,4,8,0,3,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,225000
5.0,69.0,10832,7,5,1994,1996,0.0,712,1086,809,0,1895,0,0,2,1,1,7,1,1994.0,2,143,46,0,0,0,0,500,10,2008,2.0,4,3,4,3,1,1,1,5,4,8,3,3,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,194500
5.0,70.0,8400,6,6,1980,1981,130.0,650,888,676,0,1564,0,0,2,1,1,7,1,1980.0,2,0,50,0,0,204,0,0,4,2010,2.0,3,3,4,3,1,1,1,3,3,8,3,1,3,3,3,3,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,171000
1.0,71.0,8197,6,5,1977,1977,148.0,660,1285,0,0,1285,0,0,1,1,1,7,1,1977.0,2,138,0,0,0,0,0,0,4,2007,1.0,3,3,3,3,1,1,1,5,3,8,3,2,3,3,3,3,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,143500
1.0,57.0,7677,5,5,1953,1953,0.0,773,773,0,0,773,0,0,1,0,1,4,0,1953.0,1,0,0,0,0,0,0,0,4,2008,1.0,3,3,3,3,1,4,1,4,3,8,0,1,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,110000
5.0,104.0,13518,9,5,2008,2009,860.0,1926,1966,1174,0,3140,0,0,3,1,1,11,2,2009.0,3,144,78,0,0,0,0,0,7,2009,2.0,5,3,5,3,1,1,1,5,5,8,4,3,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,485000
4.0,60.0,7200,5,7,1937,1950,252.0,731,981,787,0,1768,1,0,1,1,1,7,2,1939.0,1,0,0,264,0,0,0,0,6,2007,1.5,3,3,4,3,1,5,1,5,4,8,3,1,3,3,3,3,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,175000
5.0,79.0,12798,6,5,1997,1997,0.0,616,616,1072,0,1688,1,0,2,1,1,8,0,1997.0,2,403,114,185,0,0,0,400,5,2008,2.0,3,3,4,3,4,6,1,4,4,8,0,2,3,3,3,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,200000
2.0,40.0,4800,4,7,1916,1990,0.0,1196,1196,0,0,1196,1,0,1,0,1,5,0,1957.0,2,0,0,0,0,0,0,0,7,2007,1.0,3,3,3,3,1,2,1,5,3,8,0,1,3,3,3,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,109900
5.0,63.0,8199,7,5,2005,2005,0.0,728,728,728,0,1456,1,0,2,1,1,7,1,2005.0,2,36,18,0,0,0,0,0,10,2008,2.0,4,3,4,3,3,6,1,5,4,8,4,3,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,189000
5.0,107.0,13891,9,5,2008,2009,424.0,1734,1734,1088,0,2822,0,0,3,1,1,12,1,2009.0,3,52,170,0,0,192,0,0,1,2009,2.0,5,3,5,3,4,1,1,5,5,8,4,2,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,582933
1.0,75.0,9000,5,5,1954,1954,0.0,936,1128,0,0,1128,0,0,1,0,1,5,0,1954.0,1,0,0,0,0,0,0,0,6,2006,1.0,3,3,3,3,1,2,1,3,3,7,0,1,3,3,3,2,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,118000
1.0,91.0,12274,7,5,2008,2008,256.0,1417,1428,0,0,1428,0,0,2,0,1,6,0,2008.0,2,0,60,0,0,0,0,0,7,2008,1.0,4,3,4,3,1,1,1,5,5,8,0,2,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,227680
7.0,75.0,9750,5,5,1967,1967,0.0,980,980,0,0,980,0,0,2,0,1,6,0,1967.0,1,68,0,0,0,0,0,0,10,2006,0.5,3,3,3,3,3,5,3,4,3,8,0,3,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,135500
6.0,144.0,21384,5,6,1923,2004,0.0,1324,1072,504,0,1576,2,0,1,1,1,6,1,1923.0,2,0,312,0,0,0,0,0,5,2009,2.0,3,3,3,3,4,6,1,5,4,8,3,2,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,223500
7.0,85.0,13400,5,5,1966,1966,1047.0,1024,1086,0,0,1086,1,0,1,0,1,6,1,1966.0,2,0,0,0,0,0,0,0,6,2006,0.5,3,3,3,3,3,5,4,3,3,8,4,2,3,3,3,2,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,159950
6.5,90.0,8100,5,5,1898,1965,0.0,849,1075,1063,0,2138,0,0,2,0,3,11,0,1910.0,2,40,156,0,0,0,0,0,11,2009,2.25,3,3,3,3,1,1,1,3,3,8,0,1,2,1,1,3,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,106000
1.0,78.0,10140,6,6,1974,1999,99.0,1040,1309,0,0,1309,1,0,1,1,1,5,1,1974.0,2,265,0,0,0,0,648,0,1,2006,1.0,3,3,3,3,1,5,2,2,4,8,2,2,3,3,3,4,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,181000
9.0,69.0,4438,6,5,2004,2004,169.0,848,848,0,0,848,1,0,1,0,1,4,1,2004.0,2,140,0,0,0,0,0,0,6,2008,1.0,4,3,4,3,4,6,1,5,4,8,4,3,3,3,3,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,144500
1.0,66.0,8712,5,5,1952,1952,0.0,540,1044,0,0,1044,0,0,1,0,1,4,0,1952.0,2,0,0,0,0,0,0,54,6,2010,1.0,2,3,3,3,3,1,1,3,2,8,0,1,3,3,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,55993
1.0,75.0,9750,6,6,1958,1958,243.0,1442,1442,0,0,1442,0,0,1,1,1,7,0,1958.0,1,0,0,275,0,0,0,500,4,2007,1.0,3,3,3,3,1,3,1,4,3,8,0,2,3,3,3,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,157900
4.0,45.0,8248,5,7,1918,1950,0.0,686,686,564,0,1250,0,1,1,1,1,7,0,1955.0,1,207,0,96,0,0,0,0,7,2006,1.5,3,3,3,3,1,1,1,4,2,8,0,1,3,3,2,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,116000
1.0,48.0,12137,7,5,1998,1998,442.0,1649,1661,0,0,1661,0,0,2,0,1,6,0,1998.0,2,0,34,0,0,0,0,0,5,2010,1.0,3,3,4,3,1,1,1,5,4,8,0,2,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,224900
1.0,69.0,11425,5,6,1954,1954,0.0,1008,1008,0,0,1008,0,0,1,0,1,4,1,1954.0,1,0,0,120,0,0,0,0,7,2006,1.0,3,3,3,3,1,4,1,4,3,8,4,2,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,137000
1.0,69.0,13265,8,5,2002,2002,148.0,1568,1689,0,0,1689,1,0,2,0,1,7,2,2002.0,3,150,59,0,0,0,0,0,7,2008,1.0,4,3,4,3,1,6,1,5,4,8,4,2,3,3,3,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,271000
7.0,80.0,8816,6,7,1971,1971,80.0,1010,1052,0,0,1052,1,0,1,0,1,6,0,1971.0,2,0,0,0,0,0,0,0,6,2010,0.5,3,3,3,3,3,6,1,4,3,8,0,1,3,3,3,3,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,155000
